DATETIMEDATA,O3
2024-02-29,12.577879070914687
2024-03-01,9.329537867495649
2024-03-02,9.292463627219192
2024-03-03,9.786587092477642
2024-03-04,10.794685064922248
2024-03-05,11.083333557963673
2024-03-06,10.96851057764387
2024-03-07,11.48449746928717
